Transaction_ID,Customer_ID,Account_Type,Total_Balance,Transaction_Amount,Investment_Amount,Investment_Type,Transaction_Date
300386,208526,Business,95703,4319.0,23669,Mutual Fund,2024-12-30
300387,203413,Savings,32181,2660.0,39467,Mutual Fund,2024-06-19
300388,200178,Business,19810,1518.0,21861,Fixed Deposit,2022-04-02
300389,208641,Current,59977,2818.0,35775,Mutual Fund,2025-01-21
300390,201724,Savings,74916,4725.0,44141,Recurring Deposit,2024-07-29
300391,201179,Savings,57963,186.88100848611936,15739,Fixed Deposit,2023-06-29
300392,204835,Savings,79272,4698.0,3911,Recurring Deposit,2025-01-14
300393,200867,Savings,18025,2932.0,33278,Recurring Deposit,2022-08-28
300394,200977,Savings,97604,4307.0,35829,Fixed Deposit,2022-10-15
300395,203640,Business,5793,3183.0,8509,Recurring Deposit,2023-05-05
300396,208857,Business,70659,3509.0,25272,Mutual Fund,2022-09-16
300397,200782,Business,7816,2127.0,41754,Recurring Deposit,2022-09-03
300398,204297,Current,57598,2551.0,4841,Mutual Fund,2024-07-27
300399,208038,Current,4667,2665.0,3786,Recurring Deposit,2022-11-17
300400,206732,Business,56158,451.0,16459,Fixed Deposit,2023-05-18
300401,209679,Business,77847,2093.0,44697,Mutual Fund,2023-06-01
300402,203550,Savings,66526,1247.0,19573,Recurring Deposit,2024-10-15
300403,208000,Business,86374,3020.0,38395,Mutual Fund,2023-02-11
300404,207536,Current,67554,2608.405171622823,11459,Fixed Deposit,2023-09-04
300405,203450,Savings,26132,3010.0,42272,Mutual Fund,2023-01-31
300406,208314,Business,65415,3579.0,40160,Mutual Fund,2025-02-20
300407,206197,Savings,42774,4480.0,2771,Mutual Fund,2024-11-30
300408,205590,Business,59172,1973.0,28586,Recurring Deposit,2023-05-05
300409,207373,Business,55449,1591.0,36972,Recurring Deposit,2024-05-14
300410,206310,Savings,91658,4288.0,47004,Mutual Fund,2024-04-17
300411,205085,Savings,43894,2639.256382349532,39835,Fixed Deposit,2023-04-15
300412,200959,Current,4492,1827.0,35618,Mutual Fund,2022-06-07
300413,205130,Business,68130,2242.0,26652,Mutual Fund,2022-08-11
300414,209598,Current,2944,4598.0,40182,Recurring Deposit,2024-11-30
300415,204604,Current,51707,858.0,36665,Mutual Fund,2024-01-08
300416,208755,Business,9879,454.0,21227,Mutual Fund,2023-05-24
300417,200724,Business,11325,353.1925723694183,16777,Fixed Deposit,2022-05-28
300418,207221,Current,95867,197.0,4820,Fixed Deposit,2022-03-26
300419,208438,Current,69494,3254.0,35004,Mutual Fund,2023-08-21
300420,202628,Current,42533,421.0,37561,Mutual Fund,2022-10-10
300421,206283,Business,47093,3045.0,20251,Fixed Deposit,2024-12-04
300422,208596,Savings,38992,2545.0,13451,Fixed Deposit,2023-05-01
300423,201247,Business,81049,1078.3487988216054,12874,Mutual Fund,2022-11-27
300424,202394,Current,76984,3717.0,16033,Mutual Fund,2024-02-05
300425,204958,Savings,96300,3678.789322406789,27849,Mutual Fund,2024-07-25
300426,206517,Business,67446,4105.0,25493,Recurring Deposit,2024-01-14
300427,201227,Savings,12326,4415.0,46476,Fixed Deposit,2024-08-08
300428,208824,Savings,6290,2809.0,37545,Fixed Deposit,2022-04-05
300429,206435,Current,59138,1604.0,45456,Recurring Deposit,2022-09-10
300430,206420,Business,32101,841.0,29495,Fixed Deposit,2022-07-15
300431,206142,Business,48932,1367.0,5507,Recurring Deposit,2025-02-26
300432,208850,Savings,18717,3138.0,49437,Fixed Deposit,2022-11-07
300433,207504,Business,82594,540.0,10373,Mutual Fund,2024-07-15
300434,201123,Business,52947,2865.0,31238,Recurring Deposit,2022-05-15
300435,206300,Business,92135,1388.0,27597,Recurring Deposit,2023-10-15
300436,209075,Business,46684,1890.0,47178,Mutual Fund,2024-09-10
300437,208888,Current,99466,2176.0,14254,Recurring Deposit,2024-07-26
300438,208906,Current,65080,1064.0,22329,Fixed Deposit,2022-11-06
300439,206290,Business,48607,525.0,27543,Recurring Deposit,2024-01-17
300440,203989,Business,61680,872.5161486265661,48289,Mutual Fund,2022-10-04
300441,200241,Business,93010,2570.0,7228,Recurring Deposit,2022-05-24
300442,204274,Business,62945,2603.0,30279,Fixed Deposit,2023-07-12
300443,202227,Business,88101,3809.0,2615,Mutual Fund,2023-10-08
300444,207024,Current,37606,1967.0,39161,Recurring Deposit,2022-05-21
300445,209531,Savings,53329,4301.0,43977,Recurring Deposit,2023-09-27
300446,209935,Savings,60203,4344.0,35581,Mutual Fund,2023-02-10
300447,206352,Savings,92279,1426.0,9474,Mutual Fund,2025-02-12
300448,207655,Current,21879,4972.0,32819,Fixed Deposit,2023-04-12
300449,207414,Current,61380,2970.0,13264,Recurring Deposit,2025-01-20
300450,209652,Business,31559,190.0,26835,Mutual Fund,2022-08-27
300451,206686,Current,79367,474.25009677525617,47012,Fixed Deposit,2023-09-21
300452,208578,Current,9549,4639.0,26831,Mutual Fund,2024-08-06
300453,205400,Business,46542,2178.0,28465,Recurring Deposit,2023-12-12
300454,201441,Business,59599,1216.010290409291,5259,Recurring Deposit,2024-11-09
300455,208992,Business,11277,4001.0,33198,Fixed Deposit,2022-11-16
300456,200606,Savings,18062,998.0,24410,Fixed Deposit,2023-03-23
300457,203109,Savings,83365,1053.0,33898,Mutual Fund,2022-11-28
300458,200365,Business,16806,3239.0,34867,Recurring Deposit,2022-12-21
300459,207343,Business,35408,1190.0,10439,Recurring Deposit,2023-12-21
300460,204041,Savings,72695,3751.0,23078,Recurring Deposit,2022-04-28
300461,209176,Business,91165,285.0,3418,Fixed Deposit,2022-12-24
300462,201124,Business,25317,2673.0,17733,Fixed Deposit,2023-08-19
300463,207996,Savings,22228,237.0,38769,Recurring Deposit,2023-12-20
300464,208682,Current,37750,1585.0,39821,Recurring Deposit,2025-01-24
300465,203644,Business,83691,2100.0,9211,Mutual Fund,2023-04-10
300466,204224,Savings,24076,802.0,16374,Fixed Deposit,2023-05-09
300467,202026,Savings,43279,672.0,24956,Mutual Fund,2022-11-23
300468,200020,Savings,51750,273.0,11078,Fixed Deposit,2025-03-14
300469,208219,Current,41003,392.0,1402,Mutual Fund,2022-09-04
300470,205018,Business,90488,888.0,11218,Mutual Fund,2023-11-05
300471,207071,Business,16312,4156.0,4719,Mutual Fund,2022-05-20
300472,201453,Business,53705,3558.0,38289,Recurring Deposit,2024-03-21
300473,205256,Current,48991,1526.0,21077,Mutual Fund,2023-03-01
300474,206461,Savings,73367,306.0,19035,Fixed Deposit,2023-01-25
300475,204835,Savings,46653,2401.0,44501,Mutual Fund,2024-03-05
300476,205986,Business,93906,2939.0,33750,Recurring Deposit,2023-09-15
300477,201475,Current,78248,4619.0,46387,Recurring Deposit,2023-07-08
300478,200935,Savings,83228,1258.0,15608,Recurring Deposit,2023-03-09
300479,208426,Current,11385,2705.0,25937,Recurring Deposit,2023-03-02
300480,200034,Business,85774,2517.0,31731,Mutual Fund,2022-04-26
300481,208530,Current,56227,225.0,41572,Mutual Fund,2025-01-09
300482,203525,Business,41027,1522.0,14918,Fixed Deposit,2023-01-15
300483,209694,Current,6580,3663.0,41434,Fixed Deposit,2023-11-29
300484,205978,Current,86410,824.0,9060,Mutual Fund,2023-08-12
300485,207807,Savings,59785,3440.4393153696933,44838,Fixed Deposit,2023-05-27
300486,200705,Savings,34550,186.0,36655,Fixed Deposit,2022-07-06
300487,204847,Current,15920,3688.0,24805,Fixed Deposit,2023-05-28
300488,204344,Savings,8014,3870.0,49058,Fixed Deposit,2023-09-17
300489,209316,Business,13050,2857.0,41495,Recurring Deposit,2024-12-11
300490,205334,Business,34751,4223.0,3257,Fixed Deposit,2024-05-20
300491,207467,Savings,16038,4214.0,13137,Mutual Fund,2023-12-01
300492,209791,Savings,91905,3688.987716102979,19548,Mutual Fund,2025-02-08
300493,204530,Savings,52376,4402.0,19629,Fixed Deposit,2024-06-30
300494,200238,Current,10973,1027.0,42115,Recurring Deposit,2023-08-17
300495,209339,Current,1771,761.0,20612,Recurring Deposit,2022-05-02
300496,204244,Business,73848,4497.0,9593,Recurring Deposit,2022-09-16
300497,202104,Current,16488,2870.0,15316,Fixed Deposit,2023-04-30
300498,203668,Savings,42548,2658.0,9810,Mutual Fund,2022-12-23
300499,204631,Current,18097,752.0,32830,Fixed Deposit,2024-09-07
300500,202162,Current,43064,2425.0,34592,Mutual Fund,2023-05-07
300501,206474,Current,93790,4177.0,21472,Mutual Fund,2022-05-19
300502,204461,Savings,47292,465.0,4811,Recurring Deposit,2022-09-05
300503,203565,Current,41030,2652.0,33563,Fixed Deposit,2024-10-02
300504,205368,Current,36938,4641.0,10754,Mutual Fund,2024-01-25
300505,202933,Current,28312,1195.0,22044,Mutual Fund,2023-09-09
300506,203108,Savings,50199,555.0,9204,Mutual Fund,2023-07-21
300507,200464,Current,48279,2260.0,3710,Mutual Fund,2024-01-27
300508,205340,Business,75126,3866.0,31442,Mutual Fund,2024-10-17
300509,202920,Business,27668,4628.0,45374,Recurring Deposit,2024-05-23
300510,200810,Savings,23841,4426.0,44559,Recurring Deposit,2022-09-16
300511,205909,Savings,38029,2709.0,44376,Mutual Fund,2023-11-09
300512,205978,Current,86506,2381.0,48689,Fixed Deposit,2024-09-01
300513,206629,Savings,88031,2717.0,24261,Mutual Fund,2023-01-10
300514,200398,Current,5976,3780.0,40609,Fixed Deposit,2023-04-20
300515,207700,Current,39359,3859.0,14534,Mutual Fund,2022-05-28
300516,201075,Current,38562,1987.0,3345,Recurring Deposit,2024-01-27
300517,207598,Current,28232,171.0,39934,Recurring Deposit,2022-03-23
300518,201862,Savings,93350,3011.0,27087,Fixed Deposit,2024-06-05
300519,200885,Business,93931,3055.0,40681,Mutual Fund,2024-07-04
300520,205538,Savings,65170,125.0,34485,Mutual Fund,2025-02-19
300521,202566,Current,99540,973.0,41231,Recurring Deposit,2025-01-25
300522,201673,Business,50968,2117.0,21854,Fixed Deposit,2023-01-21
300523,205259,Current,52135,3742.0,13697,Mutual Fund,2023-10-07
300524,206490,Current,75259,2999.0,8061,Fixed Deposit,2024-01-19
300525,201691,Current,62404,2519.0,19733,Recurring Deposit,2022-07-07
300526,204153,Current,86844,1016.0,25935,Mutual Fund,2025-01-15
300527,200657,Business,42644,3612.0,29369,Mutual Fund,2023-08-15
300528,203256,Savings,36472,3654.0,49839,Fixed Deposit,2024-11-13
300529,206321,Savings,26153,3417.0,42674,Recurring Deposit,2023-07-21
300530,204054,Savings,69017,1677.0,34645,Recurring Deposit,2025-01-14
300531,209702,Business,28077,2465.0,11575,Fixed Deposit,2022-09-30
300532,205246,Business,33536,4942.0,18897,Recurring Deposit,2023-06-30
300533,209260,Savings,69734,4225.0,1398,Recurring Deposit,2024-05-16
300534,206333,Business,46697,160.0,2255,Fixed Deposit,2023-07-14
300535,209577,Current,72670,1927.0,47207,Fixed Deposit,2025-01-19
300536,202614,Savings,62181,666.0,22842,Mutual Fund,2023-12-15
300537,200771,Current,38290,2407.0,35375,Recurring Deposit,2023-08-09
300538,202574,Business,88440,2930.0,34662,Recurring Deposit,2023-12-06
300539,202196,Current,73100,1322.0,4856,Mutual Fund,2025-03-08
300540,207933,Business,95643,4291.0,48352,Fixed Deposit,2023-06-23
300541,206357,Savings,4662,3780.0,11129,Recurring Deposit,2024-07-29
300542,204715,Savings,3329,1948.0,32809,Fixed Deposit,2022-10-04
300543,201997,Savings,30080,944.0,21847,Recurring Deposit,2023-01-13
300544,202082,Business,24966,3339.0,38655,Fixed Deposit,2024-01-03
300545,208963,Current,20357,3356.201887108497,42552,Mutual Fund,2025-01-16
300546,206363,Business,77144,169.0,40566,Recurring Deposit,2023-10-30
300547,201163,Current,74125,2654.0,49690,Mutual Fund,2025-02-05
300548,206941,Business,4707,1173.0,16194,Fixed Deposit,2022-12-16
300549,206408,Current,78396,3577.916720333353,21181,Recurring Deposit,2024-11-01
300550,204882,Savings,53321,1594.0,16662,Mutual Fund,2024-08-21
300551,205056,Current,33667,1531.0,42149,Fixed Deposit,2023-07-01
300552,203693,Current,24923,4715.0,24756,Mutual Fund,2023-12-11
300553,205676,Savings,32716,4636.0,2776,Fixed Deposit,2024-07-19
300554,200772,Business,21380,4137.0,44763,Mutual Fund,2022-03-21
300555,200723,Current,9151,2053.0,5194,Fixed Deposit,2023-07-06
300556,201218,Business,47096,3189.0,37735,Fixed Deposit,2023-06-09
300557,200705,Current,6732,1196.0,25923,Recurring Deposit,2023-02-10
300558,209473,Current,10285,2116.0,45233,Mutual Fund,2024-01-17
300559,204537,Business,54759,3697.0,34206,Recurring Deposit,2024-09-06
300560,200610,Current,73553,1226.0,26644,Mutual Fund,2024-10-18
300561,209923,Current,78668,2365.0,4799,Recurring Deposit,2025-01-01
300562,205054,Business,64725,1927.0,37198,Mutual Fund,2023-08-03
300563,209844,Business,99718,1159.0,14348,Fixed Deposit,2024-03-12
300564,207975,Business,80928,1326.0,31307,Recurring Deposit,2024-02-05
300565,209093,Business,22933,757.0,39327,Mutual Fund,2024-02-05
300566,204046,Current,77929,2162.0,23192,Mutual Fund,2025-02-02
300567,208036,Savings,11833,867.0,29153,Recurring Deposit,2023-02-15
300568,207531,Business,13337,3137.0,25001,Fixed Deposit,2024-05-23
300569,207314,Business,74659,4467.0,38817,Mutual Fund,2024-03-25
300570,208362,Current,50621,2223.0,26339,Mutual Fund,2022-12-09
300571,207880,Savings,34576,113.0,10780,Fixed Deposit,2025-01-07
300572,207122,Savings,56780,1055.4930535015458,23376,Fixed Deposit,2022-07-30
300573,202399,Business,45889,164.33254047671218,27085,Recurring Deposit,2023-06-04
300574,204955,Business,37337,1121.0,27750,Fixed Deposit,2024-05-29
300575,201374,Savings,54392,4679.0,3955,Recurring Deposit,2025-01-15
300576,201596,Savings,1205,3473.0,27866,Fixed Deposit,2024-11-28
300577,209187,Business,55153,3699.0,12092,Mutual Fund,2024-11-06
300578,206284,Savings,7233,3300.0,22532,Fixed Deposit,2023-08-23
300579,200745,Current,27482,2828.0,48331,Fixed Deposit,2022-08-13
300580,205484,Savings,66705,1856.0,12370,Fixed Deposit,2023-03-20
300581,208934,Savings,55509,894.0,23244,Fixed Deposit,2025-01-29
300582,209685,Savings,60854,2209.0,23003,Fixed Deposit,2023-07-16
300583,203520,Savings,67959,229.66550659387968,12957,Recurring Deposit,2023-03-04
300584,203422,Current,96397,406.0,45591,Recurring Deposit,2023-01-24
300585,203155,Current,50571,728.0,37458,Recurring Deposit,2022-11-04
300586,202723,Savings,99700,1979.0,1695,Mutual Fund,2022-04-27
300587,204268,Savings,12450,4396.0,3536,Recurring Deposit,2022-05-31
300588,206025,Savings,24815,4292.0,33405,Mutual Fund,2023-04-05
300589,206061,Current,14398,2565.0,41097,Mutual Fund,2024-03-28
300590,204240,Business,55504,4945.0,34539,Mutual Fund,2024-10-25
300591,203522,Savings,36124,510.0,36295,Recurring Deposit,2022-07-12
300592,201171,Business,30386,712.0,26871,Fixed Deposit,2024-02-26
300593,206269,Current,48236,708.0,27947,Recurring Deposit,2023-12-24
300594,206029,Savings,64313,2441.0,33283,Recurring Deposit,2024-11-23
300595,209856,Current,15070,4998.0,30659,Recurring Deposit,2024-08-31
300596,202722,Savings,53985,1399.0,13008,Recurring Deposit,2023-01-17
300597,207633,Business,17114,2428.0,32961,Recurring Deposit,2025-03-06
300598,208874,Business,9471,4800.0,20174,Recurring Deposit,2023-11-07
300599,207242,Savings,71122,2070.0,19781,Fixed Deposit,2024-04-26
300600,201509,Savings,68530,293.0,19545,Recurring Deposit,2023-12-01
300601,207935,Business,51893,2704.0,27292,Fixed Deposit,2023-04-04
300602,202263,Current,63600,1897.0,8304,Mutual Fund,2022-11-05
300603,206886,Savings,75175,797.0,34193,Mutual Fund,2025-01-03
300604,202284,Current,56492,4012.0,33890,Fixed Deposit,2025-02-21
300605,202959,Savings,52065,4238.0,5149,Fixed Deposit,2022-03-29
300606,209848,Savings,28738,1907.0,16690,Mutual Fund,2022-09-02
300607,203266,Savings,62322,113.0,15200,Recurring Deposit,2024-01-10
300608,209465,Business,49776,4214.0,2432,Recurring Deposit,2023-02-23
300609,203518,Business,74548,4827.120798054521,40009,Fixed Deposit,2022-12-19
300610,206215,Savings,72740,3563.0,2114,Mutual Fund,2025-03-06
300611,202015,Current,42810,2451.0,14833,Recurring Deposit,2024-06-02
300612,209109,Savings,50223,4486.0,13529,Fixed Deposit,2024-03-11
300613,209143,Current,81694,1321.0,6060,Mutual Fund,2022-06-07
300614,207663,Savings,34219,4550.0,17779,Mutual Fund,2024-08-02
300615,208346,Current,82771,4462.0,3311,Fixed Deposit,2023-04-12
300616,208492,Current,70400,1023.0,17069,Fixed Deposit,2022-09-25
300617,208386,Savings,91310,1707.0,5439,Mutual Fund,2024-02-28
300618,207564,Savings,89887,4284.0,26368,Recurring Deposit,2022-10-14
300619,206352,Savings,54530,2077.0,3860,Mutual Fund,2024-03-11
300620,201437,Business,72655,1661.0,17558,Recurring Deposit,2025-01-21
300621,208924,Current,26750,4111.0,22693,Mutual Fund,2024-06-23
300622,203044,Savings,20495,1906.0,3262,Recurring Deposit,2024-08-05
300623,201451,Business,13658,1948.0,47150,Mutual Fund,2024-10-01
300624,207087,Savings,11232,2096.0,4290,Fixed Deposit,2023-07-26
300625,204709,Business,79300,2638.0,3412,Mutual Fund,2024-02-06
300626,201288,Business,5153,1764.0,33260,Fixed Deposit,2024-10-27
300627,203247,Current,36363,238.0,37576,Recurring Deposit,2024-05-13
300628,201375,Savings,32996,4471.0,41120,Recurring Deposit,2024-01-12
300629,204279,Business,9905,1666.0,44151,Mutual Fund,2024-07-19
300630,207491,Savings,48519,3919.0,38557,Fixed Deposit,2024-02-11
300631,203973,Current,77014,710.0,2406,Fixed Deposit,2022-11-23
300632,204594,Business,23911,3338.0,20359,Recurring Deposit,2024-03-27
300633,200999,Savings,62846,4642.0,29465,Mutual Fund,2024-02-18
300634,206338,Current,32911,4550.0,44976,Fixed Deposit,2023-04-27
300635,202042,Current,43415,3678.141127812727,38565,Fixed Deposit,2023-04-09
300636,201044,Business,9087,1046.0,47342,Mutual Fund,2024-12-05
300637,204893,Current,84668,1239.0,28963,Fixed Deposit,2023-05-25
300638,205688,Business,19732,1100.0,26382,Recurring Deposit,2024-06-07
300639,209270,Current,70484,3236.0,30772,Recurring Deposit,2024-04-11
300640,204399,Savings,15938,1331.0,47642,Mutual Fund,2024-11-18
300641,209749,Savings,41462,208.0,45934,Fixed Deposit,2023-03-27
300642,205260,Current,99885,1903.0,47548,Recurring Deposit,2023-05-21
300643,202136,Savings,15040,2303.0,34915,Fixed Deposit,2024-02-02
300644,202927,Current,44649,3939.0,6243,Recurring Deposit,2022-07-19
300645,201834,Current,97249,1112.0,34484,Recurring Deposit,2023-06-07
300646,207754,Current,19785,683.0,20619,Recurring Deposit,2023-03-20
300647,204400,Current,99944,1858.0,30195,Fixed Deposit,2023-05-17
300648,203819,Business,13920,2908.0,43311,Recurring Deposit,2023-08-24
300649,207384,Savings,40093,1233.0,13783,Mutual Fund,2023-07-30
300650,204379,Savings,82020,4225.0,6226,Mutual Fund,2024-07-07
300651,207529,Savings,17493,3162.0,10404,Fixed Deposit,2022-07-24
300652,207535,Business,69993,1542.0,37718,Recurring Deposit,2022-10-21
300653,208632,Current,29393,4553.0,45153,Mutual Fund,2022-11-10
300654,203954,Business,45995,4792.0,25811,Mutual Fund,2023-03-15
300655,209660,Savings,41150,1504.0,48094,Recurring Deposit,2023-11-06
300656,201962,Current,76878,875.0,29438,Fixed Deposit,2025-03-03
300657,203448,Current,30075,830.0,25860,Fixed Deposit,2022-11-13
300658,203567,Current,43554,388.0,45465,Fixed Deposit,2023-02-16
300659,207817,Savings,49159,1199.0,7807,Fixed Deposit,2022-06-28
